gene,D3,K2
METTL21C,0,0
METTL21EP,1,1
METTL22,322,567
METTL23,634,383
METTL24,0,0
METTL25,30,34
METTL2A,539,520
METTL2B,460,243
METTL3,949,435
METTL4,720,93
METTL5,908,644
METTL6,675,271
METTL7A,110,56
METTL7B,4,1
METTL8,1128,416
METTL9,2084,2515
MEX3A,671,70
MEX3B,166,46
MEX3C,1958,374
MEX3D,451,87
MFAP1,1321,432
MFAP2,0,0
MFAP3,2103,243
MFAP3L,144,15
MFAP4,7,1
MFAP5,0,0
MFF,1917,2483
MFGE8,4858,5432
MFHAS1,536,117
MFI2,20,1
MFI2-AS1,34,46
MFN1,1663,447
MFN2,3109,1662
MFNG,2,5
MFRP,0,0
MFSD1,1386,727
MFSD10,635,658
MFSD11,316,348
MFSD12,658,361
MFSD2A,131,181
MFSD2B,2,2
MFSD3,238,108
MFSD4,11,2
MFSD5,742,567
MFSD6,858,178
MFSD6L,0,0
MFSD7,1,2
MFSD8,220,53
MFSD9,149,14
MGA,1733,501
MGAM,17,6
MGAM2,8,1
MGARP,6,10
MGAT1,1752,817
MGAT2,1205,96
MGAT3,1,2
MGAT3-AS1,0,0
MGAT4A,0,0
MGAT4B,5223,2413
MGAT4C,0,0
MGAT4D,0,0
MGAT4EP,1,0
MGAT5,1672,463
MGAT5B,13,8
MGC12916,53,4
MGC15885,1,0
MGC16025,1,0
MGC16142,9,0
MGC16275,19,50
MGC27345,307,79
MGC27382,0,0
MGC2889,1,1
MGC32805,0,0
MGC34796,1,1
MGC39584,28,8
MGC45922,1,1
MGC57346,56,19
MGC57346-CRHR1,0,0
MGC70870,6,1
MGC72080,124,251
MGEA5,4205,1889
MGLL,2040,1230
MGME1,847,184
MGMT,2,1
MGP,42,138
MGRN1,981,413
MGST1,6389,6726
MGST2,111,153
MGST3,844,806
MHRT,0,0
MIA,1,2
MIA-RAB4B,0,0
MIA2,1,0
MIA3,2281,1018
MIAT,3,1
MIATNB,20,9
MIB1,3263,1037
MIB2,252,261
MICA,107,1194
MICAL1,614,1076
MICAL2,8934,5877
MICAL3,2292,863
MICALCL,41,34
MICALL1,1950,159
MICALL2,201,120
MICB,21,44
MICU1,907,1441
MICU2,798,495
MICU3,0,1
MID1,228,274
MID1IP1,137,74
MID1IP1-AS1,4,0
MID2,14,7
MIDN,828,283
MIEF1,2065,951
MIEF2,98,19
MIEN1,688,779
MIER1,1454,714
MIER2,316,304
MIER3,1282,412
MIF,0,0
MIF-AS1,29,5
MIF4GD,975,581
MIIP,409,557
MILR1,9,14
MIMT1,0,0
MINA,1161,469
MINK1,961,715
MINOS1,921,977
MINOS1-NBL1,0,0
MINOS1P1,0,0
MINPP1,924,385
MIOS,2057,1342
MIOX,2,1
MIP,0,0
MIPEP,491,464
MIPEPP3,127,25
MIPOL1,521,232
MIR1-1,0,0
MIR1-1HG,0,0
MIR1-2,0,0
MIR100,0,0
MIR100HG,980,339
MIR101-1,0,0
MIR101-2,0,0
MIR103A1,0,0
MIR103A2,1,0
MIR103B1,0,0
MIR103B2,0,0
MIR105-1,0,0
MIR105-2,0,0
MIR106A,0,0
MIR106B,6,0
MIR107,0,0
MIR10A,0,0
MIR10B,0,0
MIR1178,0,0
MIR1179,0,0
MIR1180,0,0
MIR1181,0,0
MIR1182,0,0
MIR1183,0,0
MIR1184-1,0,0
MIR1184-2,0,0
MIR1184-3,0,0
MIR1185-1,0,0
MIR1185-2,0,0
MIR1193,0,0
MIR1197,0,0
MIR1199,0,0
MIR1200,1,0
MIR1202,0,0
MIR1203,0,0
MIR1204,228,274
MIR1205,1,4
MIR1206,6,3
MIR1207,1,0
MIR1208,4,5
MIR122,0,0
MIR1224,0,0
MIR1225,0,0
MIR1226,0,0
MIR1227,0,0
MIR1228,0,0
MIR1229,0,0
MIR1231,0,0
MIR1233-1,0,0
MIR1233-2,0,0
MIR1234,0,0
MIR1236,0,0
MIR1237,0,0
MIR1238,0,0
MIR124-1,0,0
MIR124-2,0,0
MIR124-2HG,0,0
MIR124-3,0,0
MIR1243,0,0
MIR1244-1,0,0
MIR1244-2,0,0
MIR1244-3,0,0
MIR1244-4,0,0
MIR1245A,0,0
MIR1245B,0,0
MIR1246,0,0
MIR1247,0,0
MIR1248,0,0
MIR1249,0,0
MIR1250,0,0
MIR1251,0,0
MIR1252,0,0
MIR1253,0,0
MIR1254-1,4,0
MIR1254-2,0,0
MIR1255A,0,0
MIR1255B1,0,0
MIR1255B2,0,0
MIR1256,0,0
MIR1257,0,0
MIR1258,0,0
MIR125A,0,0
MIR125B1,0,0
MIR125B2,0,0
MIR126,0,0
MIR1260A,0,0
MIR1260B,0,0
MIR1261,0,0
MIR1262,0,0
MIR1263,0,0
MIR1264,0,0
MIR1265,0,0
MIR1266,0,0
MIR1267,0,0
MIR1268A,0,0
MIR1269A,0,0
MIR1269B,0,0
MIR127,0,0
MIR1270,0,0
MIR1271,0,0
MIR1272,0,0
MIR1273A,0,0
MIR1273C,0,0
MIR1273E,0,0
MIR1273F,0,0
MIR1273G,0,0
MIR1273H,0,1
MIR1275,0,0
MIR1276,0,0
MIR1277,0,0
MIR1278,1,1
MIR1279,0,0
MIR128-1,0,0
MIR128-2,0,0
MIR1281,8,0
MIR1282,0,0
MIR1283-1,0,0
MIR1283-2,0,0
MIR1284,0,0
MIR1286,0,0
MIR1287,0,0
MIR1288,0,0
MIR1289-1,1,0
MIR1289-2,0,0
MIR129-1,0,0
MIR129-2,0,0
MIR1290,0,0
MIR1291,0,0
MIR1292,0,0
MIR1293,0,0
MIR1294,0,0
MIR1295A,0,0
MIR1295B,0,0
MIR1296,0,0
MIR1297,0,0
MIR1298,0,0
MIR1299,0,0
MIR1301,0,0
MIR1302-1,0,0
MIR1302-10,0,0
MIR1302-11,0,0
MIR1302-2,0,0
MIR1302-3,0,0
MIR1302-4,0,0
MIR1302-5,0,0
MIR1302-6,0,0
MIR1302-7,0,0
MIR1302-8,1,0
MIR1302-9,0,0
MIR1303,0,0
MIR1304,33,194
MIR1305,0,0
MIR1306,0,0
MIR1307,0,0
MIR130A,0,0
MIR130B,0,0
MIR132,0,0
MIR1321,0,0
MIR1322,0,0
MIR1323,0,0
MIR1324,0,0
MIR133A1,0,0
MIR133A1HG,2,1
MIR133A2,0,0
MIR133B,0,0
MIR134,0,0
MIR1343,0,0
MIR135A1,0,0
MIR135A2,0,0
MIR135B,0,0
MIR136,0,0
MIR137,0,0
MIR137HG,0,0
MIR138-1,0,0
MIR138-2,0,0
MIR139,0,0
MIR140,0,0
MIR141,0,0
MIR142,0,0
MIR143,0,0
MIR143HG,0,0
MIR144,0,0
MIR145,0,0
MIR1468,0,0
MIR1469,0,0
MIR146A,1,1
MIR146B,0,0
MIR1470,0,0
MIR1471,0,0
MIR147A,0,0
MIR147B,0,0
MIR148A,0,0
MIR148B,0,0
MIR149,0,0
MIR150,0,0
MIR151B,0,0
MIR152,1,0
MIR153-1,0,0
MIR153-2,0,0
MIR1537,0,0
MIR1538,0,0
MIR1539,0,0
MIR154,0,0
MIR155,0,0
MIR155HG,48,13
MIR15A,0,0
MIR15B,0,0
MIR16-1,0,0
MIR16-2,0,0
MIR17,0,0
MIR17HG,46,3
MIR181A1,0,0
MIR181A1HG,1,2
MIR181A2,0,0
MIR181A2HG,15,5
MIR181B1,0,0
MIR181B2,0,0
MIR181C,0,0
MIR181D,0,0
MIR182,0,0
MIR1825,0,0
MIR1827,0,0
MIR183,0,0
MIR184,0,0
MIR185,0,0
MIR186,7,1
MIR187,0,0
MIR188,0,0
MIR18A,0,0
MIR18B,0,0
MIR1908,0,0
MIR1909,0,0
MIR190A,0,0
MIR190B,0,0
MIR191,0,0
MIR1910,0,0
MIR1911,0,0
MIR1912,0,0
MIR1913,0,0
MIR1914,3,10
MIR1915,0,0
MIR192,0,0
MIR193A,0,0
MIR193B,0,0
MIR194-1,0,0
MIR194-2,0,0
MIR195,0,1
MIR196A1,0,0
MIR196A2,0,0
MIR196B,0,0
MIR197,0,0
MIR1972-1,0,0
MIR1972-2,0,0
MIR1973,0,0
MIR1976,1,0
MIR198,0,0
MIR199A1,0,0
MIR199A2,0,0
MIR199B,0,0
MIR19A,0,0
MIR19B1,0,0
MIR19B2,0,0
MIR200A,0,0
MIR200B,0,0
MIR200C,0,0
MIR202,0,0
MIR202HG,0,0
MIR203A,0,0
MIR203B,0,0
MIR204,0,0
MIR205,0,0
MIR2052,0,0
MIR2052HG,0,0
MIR2053,0,0
MIR2054,0,0
MIR205HG,0,4
MIR206,0,0
MIR208A,0,0
MIR208B,0,0
MIR20A,0,0
MIR20B,0,0
MIR21,1,0
MIR210,0,0
MIR210HG,36,6
MIR211,0,0
MIR2110,0,0
MIR2113,0,0
MIR2114,1,0
MIR2115,0,0
MIR2116,0,0
MIR2117,0,0
MIR212,0,0
MIR214,0,0
MIR215,0,0
MIR216A,0,0
MIR216B,0,0
MIR217,0,0
MIR217HG,0,0
MIR218-1,0,0
MIR218-2,0,0
MIR219A1,0,0
MIR219A2,0,0
MIR219B,0,0
MIR22,0,0
MIR221,2,3
MIR222,0,0
MIR223,0,0
MIR224,4,0
MIR2276,0,0
MIR2277,0,0
MIR2278,0,0
MIR22HG,466,12
MIR2355,0,0
MIR2392,0,0
MIR23A,0,0
MIR23B,0,0
MIR23C,0,0
MIR24-1,0,0
MIR24-2,1,0
MIR2467,0,0
MIR25,10,2
MIR2681,0,0
MIR2682,1,0
MIR26A1,0,0
MIR26A2,1,0
MIR26B,0,0
MIR27A,1,0
MIR27B,1,0
MIR28,0,0
MIR2861,0,0
MIR2909,0,0
MIR296,0,0
MIR298,0,0
MIR299,0,0
MIR29A,0,0
MIR29B1,0,0
MIR29B2,1,1
MIR29C,5,0
MIR300,0,0
MIR301A,0,0
MIR301B,0,0
MIR302A,0,0
MIR302B,0,1
MIR302C,1,0
MIR302D,0,0
MIR302E,0,0
MIR302F,0,0
MIR3064,27,4
MIR3065,0,0
MIR3074,0,0
MIR30A,0,0
MIR30B,0,0
MIR30C1,0,0
MIR30C2,0,0
MIR30D,0,0
MIR30E,0,0
MIR31,0,0
MIR3115,0,0
MIR3116-1,0,0
MIR3116-2,0,0
MIR3117,0,0
MIR3118-1,0,0
MIR3118-2,0,0
MIR3118-3,0,0
MIR3118-4,0,0
MIR3119-1,0,0
MIR3119-2,0,0
MIR3120,0,0
MIR3121,0,0
MIR3122,0,0
MIR3123,0,0
MIR3124,0,0
MIR3125,0,0
MIR3126,0,0
MIR3127,0,0
MIR3128,1,0
MIR3129,0,0
MIR3130-1,0,0
MIR3130-2,0,0
MIR3131,0,0
MIR3132,0,0
MIR3133,0,0
MIR3134,0,0
MIR3135A,0,0
MIR3135B,0,0
MIR3136,2,0
MIR3137,0,0
MIR3138,0,0
MIR3139,0,0
MIR3140,0,0
MIR3141,0,0
MIR3142,0,0
MIR3143,0,0
MIR3144,0,0
MIR3145,0,0
MIR3146,0,0
MIR3147,0,0
MIR3148,0,0
MIR3149,1,0
MIR3150A,0,0
MIR3150B,0,0
MIR3151,0,0
MIR3152,0,0
MIR3153,4,16
MIR3154,0,0
MIR3155A,0,0
MIR3155B,0,0
MIR3156-1,0,0
MIR3156-2,0,0
MIR3156-3,0,0
MIR3157,0,0
MIR3158-1,0,0
MIR3158-2,0,0
MIR3160-1,0,0
MIR3160-2,0,0
MIR3161,0,0
MIR3162,0,0
MIR3163,0,0
MIR3164,0,0
MIR3165,0,0
MIR3166,0,0
MIR3167,0,0
MIR3168,0,0
MIR3169,0,0
MIR3170,0,0
MIR3171,0,0
MIR3173,0,0
MIR3174,0,0
MIR3175,0,0
MIR3176,1,1
MIR3177,0,0
MIR3178,0,0
MIR3179-1,0,0
MIR3179-2,0,0
MIR3179-3,0,0
MIR3179-4,0,0
MIR3180-1,0,0
MIR3180-2,0,0
MIR3180-3,0,0
MIR3180-4,0,0
MIR3180-5,0,0
MIR3181,0,0
MIR3182,0,0
MIR3183,0,0
MIR3184,0,0
MIR3185,0,0
MIR3186,3,0
MIR3187,0,0
MIR3188,0,0
MIR3189,2,2
MIR3190,0,0
MIR3191,0,0
MIR3192,0,0
MIR3193,0,0
MIR3194,0,0
MIR3195,0,0
MIR3196,0,0
MIR3197,0,0
MIR3198-1,1,1
MIR3198-2,0,0
MIR3199-1,0,0
MIR3199-2,0,0
MIR31HG,0,0
MIR32,0,0
MIR3200,0,0
MIR3201,0,0
MIR3202-1,0,0
MIR3202-2,0,0
MIR320A,0,0
MIR320B1,0,0
MIR320B2,0,0
MIR320C1,0,0
MIR320C2,0,0
MIR320D1,0,0
MIR320D2,0,0
MIR320E,0,0
MIR323A,0,0
MIR323B,0,0
MIR324,14,18
MIR325,0,0
MIR325HG,1,0
MIR326,0,0
MIR328,0,0
MIR329-1,0,0
MIR329-2,0,0
MIR330,0,0
MIR331,0,0
MIR335,0,0
MIR337,0,0
MIR338,0,0
MIR339,0,0
MIR33A,0,0
MIR33B,0,0
MIR340,0,0
MIR342,0,0
MIR345,0,0
MIR346,0,0
MIR34A,0,0
MIR34B,0,0
MIR34C,0,0
MIR3529,0,0
MIR3591,0,0
MIR3605,1,0
MIR3606,0,0
MIR3607,0,7
MIR3609,0,1
MIR361,0,0
MIR3610,0,0
MIR3611,0,1
MIR3612,0,0
MIR3613,0,0
MIR3614,0,0
MIR3615,0,0
MIR3616,0,0
MIR3617,0,0
MIR3618,0,0
MIR3619,0,0
MIR362,0,0
MIR3620,0,0
MIR3621,0,0
MIR3622A,0,0
MIR3622B,0,0
MIR363,0,0
MIR3646,0,0
MIR3648-1,0,0
MIR3648-2,0,0
MIR3649,0,0
MIR3650,0,0
MIR3651,0,0
MIR3652,0,0
MIR3653,0,0
MIR3654,1919,10558
MIR3655,0,0
MIR3656,0,0
MIR3657,1,0
MIR3658,0,0
MIR3659,0,0
MIR365A,0,1
MIR365B,0,0
MIR3660,0,0
MIR3661,0,0
MIR3662,1,0
MIR3663,0,0
MIR3663HG,0,0
MIR3664,0,0
MIR3665,0,0
MIR3666,0,0
MIR3667,0,0
MIR3668,0,0
MIR367,0,0
MIR3670-1,0,0
MIR3670-2,0,0
MIR3670-3,0,0
MIR3670-4,0,0
MIR3671,1,0
MIR3672,0,0
MIR3674,0,0
MIR3675,0,0
MIR3677,1,0
MIR3678,0,0
MIR3679,0,0
MIR3680-1,0,0
MIR3680-2,0,0
MIR3681,0,0
MIR3682,1,0
MIR3683,0,0
MIR3684,0,0
MIR3685,0,2
MIR3686,0,0
MIR3687-1,0,0
MIR3687-2,0,0
MIR3688-1,0,0
MIR3688-2,0,0
MIR3689A,0,0
MIR3689B,0,0
MIR3689C,0,0
MIR3689D1,0,0
MIR3689D2,0,0
MIR3689E,0,0
MIR3689F,0,0
MIR369,0,0
MIR3690,0,0
MIR3691,0,0
MIR3692,0,0
MIR370,0,0
MIR3713,0,0
MIR3714,0,0
MIR371A,0,0
MIR371B,0,0
MIR372,0,0
MIR373,0,0
MIR374A,0,0
MIR374B,0,0
MIR374C,0,0
MIR375,0,0
MIR376A1,0,0
MIR376A2,0,0
MIR376B,0,0
MIR376C,0,0
MIR377,0,0
MIR378A,0,1
MIR378B,0,0
MIR378C,0,0
MIR378D1,0,0
MIR378D2,0,0
MIR378E,0,0
MIR378F,0,0
MIR378G,0,0
MIR378H,1,0
MIR378I,1,0
MIR378J,3,0
MIR379,0,0
MIR380,0,0
MIR381,0,0
MIR381HG,0,0
MIR382,0,0
MIR383,0,0
MIR384,0,0
MIR3907,0,0
MIR3908,0,0
MIR3909,0,0
MIR3910-1,0,0
MIR3910-2,0,0
MIR3911,3,1
MIR3912,1,0
MIR3913-1,0,0
MIR3913-2,0,0
MIR3914-1,0,0
MIR3914-2,0,0
MIR3915,0,0
MIR3916,23,15
MIR3917,0,0
MIR3918,0,0
MIR3919,0,0
MIR3920,0,0
MIR3921,0,0
MIR3922,0,0
MIR3923,0,0
MIR3924,0,0
MIR3925,0,0
MIR3926-1,0,0
MIR3926-2,0,0
MIR3927,0,0
MIR3928,0,0
MIR3929,3,0
MIR3934,7,0
MIR3935,0,0
MIR3936,3,0
MIR3937,0,0
MIR3938,0,0
MIR3939,0,0
MIR3940,0,0
MIR3941,0,1
MIR3942,0,0
MIR3943,0,0
MIR3944,0,0
MIR3945,0,0
MIR3960,0,0
MIR3972,0,0
MIR3973,0,0
MIR3974,0,0
MIR3975,0,1
MIR3976,0,0
MIR3976HG,0,0
MIR3977,0,0
MIR3978,0,0
MIR409,0,0
MIR410,0,0
MIR411,0,0
MIR412,0,0
MIR421,1,0
MIR422A,0,0
MIR423,1,1
MIR424,0,0
MIR425,0,0
MIR4251,0,0
MIR4252,0,0
MIR4253,0,0
MIR4254,0,0
MIR4255,0,0
MIR4256,1,0
MIR4257,4,0
MIR4258,0,0
MIR4259,0,0
MIR4260,0,0
MIR4261,0,0
MIR4262,0,0
MIR4263,3,0
MIR4264,0,0
MIR4265,0,0
MIR4266,0,0
MIR4267,0,0
MIR4268,0,0
MIR4269,0,0
MIR4270,0,0
MIR4271,0,0
MIR4272,0,0
MIR4273,1,0
MIR4274,0,0
MIR4275,0,0
MIR4276,0,0
MIR4277,0,0
MIR4278,0,0
MIR4279,0,0
MIR4280,0,0
MIR4281,0,0
MIR4282,0,0
MIR4283-1,0,0
MIR4283-2,0,0
MIR4284,0,1
MIR4285,0,0
MIR4286,0,0
MIR4287,0,0
MIR4288,0,0
MIR4289,0,0
MIR429,0,0
MIR4290,0,0
MIR4291,0,0
MIR4292,2,5
MIR4293,0,0
MIR4294,0,0
MIR4295,0,0
MIR4296,0,1
MIR4297,0,0
MIR4298,0,0
MIR4299,0,0
MIR4300,0,0
MIR4301,0,0
MIR4302,0,0
MIR4303,0,0
MIR4304,0,0
MIR4305,0,0
MIR4306,0,0
MIR4307,0,0
MIR4308,0,0
MIR4309,0,0
MIR431,0,0
MIR4310,0,0
MIR4311,0,0
MIR4312,1,1
MIR4313,0,0
MIR4314,0,0
MIR4315-1,0,0
MIR4315-2,0,0
MIR4316,0,0
MIR4317,0,0
MIR4318,0,0
MIR4319,0,0
MIR432,0,0
MIR4320,0,0
MIR4321,0,0
MIR4322,0,0
MIR4323,0,0
MIR4324,3,0
MIR4325,0,0
MIR4326,0,2
MIR4327,0,0
MIR4328,0,0
MIR4329,0,0
MIR433,0,0
MIR4330,0,0
MIR4417,0,0
MIR4418,0,0
MIR4419A,0,0
MIR4419B,0,0
MIR4420,1,0
MIR4421,0,0
MIR4422,0,0
MIR4423,0,0
MIR4424,0,0
MIR4425,0,0
MIR4426,1659,10685
MIR4427,0,0
MIR4428,1,0
MIR4429,0,0
MIR4430,0,0
MIR4431,0,0
MIR4432,0,0
MIR4433A,0,0
MIR4433B,0,0
MIR4434,0,0
MIR4435-1,0,0
MIR4435-2,0,0
MIR4435-2HG,225,512
MIR4436A,0,0
MIR4436B1,0,0
MIR4436B2,0,0
MIR4437,0,0
MIR4438,0,0
MIR4439,0,0
MIR4440,0,0
MIR4441,0,1
MIR4442,10,2
MIR4443,0,0
MIR4444-1,0,0
MIR4444-2,0,0
MIR4445,0,0
MIR4446,0,0
MIR4447,0,0
MIR4449,0,0
MIR4450,0,0
MIR4451,0,0
MIR4452,0,0
MIR4453,0,0
MIR4454,0,0
MIR4455,0,0
MIR4456,0,0
MIR4457,0,0
MIR4458,0,0
MIR4458HG,101,87
MIR4459,0,0
MIR4460,0,0
MIR4461,0,0
MIR4462,0,0
MIR4463,0,0
MIR4464,0,0
MIR4465,0,0
MIR4466,0,0
MIR4467,0,0
MIR4468,0,0
MIR4469,0,0
MIR4470,0,0
MIR4471,0,0
MIR4472-1,0,0
MIR4472-2,0,0
MIR4473,0,0
MIR4474,0,0
MIR4475,0,0
MIR4476,0,0
MIR4477A,0,0
MIR4477B,0,0
MIR4478,0,0
MIR4479,0,0
MIR448,0,0
MIR4480,0,0
MIR4481,0,0
MIR4482,1,1
MIR4483,0,0
MIR4484,0,0
MIR4485,0,0
MIR4486,0,0
MIR4487,0,0
MIR4488,0,0
MIR4489,0,1
MIR4490,0,0
MIR4491,0,0
MIR4492,0,0
MIR4493,0,0
MIR4494,0,0
MIR4495,0,0
MIR4496,0,0
MIR4497,0,0
MIR4498,0,0
MIR4499,0,0
MIR449A,0,0
MIR449B,0,0
MIR449C,0,1
MIR4500,0,0
MIR4500HG,9,4
MIR4501,0,0
MIR4502,0,0
MIR4503,0,0
MIR4504,0,0
MIR4505,1,0
MIR4506,0,0
MIR4507,0,0
MIR4508,0,0
MIR4509-1,0,0
MIR4509-2,0,0
MIR4509-3,0,0
MIR450A1,0,0
MIR450A2,0,0
MIR450B,0,0
MIR4510,0,0
MIR4511,0,0
MIR4512,0,0
MIR4513,0,1
MIR4514,0,0
MIR4515,0,0
MIR4516,0,0
MIR4517,8,3
MIR4518,0,0
MIR4519,1,0
MIR451A,0,0
MIR451B,0,0
MIR452,1,0
MIR4520-1,0,0
MIR4520-2,0,0
MIR4521,0,0
MIR4522,0,0
MIR4523,0,0
MIR4524A,0,0
MIR4524B,1,0
MIR4525,0,0
MIR4526,0,0
MIR4527,0,0
MIR4528,0,0
MIR4529,0,0
MIR4530,0,0
MIR4531,0,0
MIR4532,0,0
MIR4533,0,0
MIR4534,0,0
MIR4535,0,0
MIR4536-1,0,0
MIR4536-2,0,0
MIR4537,0,0
MIR4538,0,0
MIR4539,0,0
MIR454,0,0
MIR4540,0,0
MIR455,0,0
MIR4632,0,0
MIR4633,0,0
MIR4634,0,0
MIR4635,0,1
MIR4636,0,0
MIR4637,0,0
MIR4638,0,0
MIR4639,1,0
MIR4640,0,0
MIR4641,0,0
MIR4642,0,0
MIR4643,0,0
MIR4644,0,0
MIR4645,0,0
MIR4646,0,0
MIR4647,0,0
MIR4648,0,0
MIR4649,0,0
MIR4650-1,0,0
MIR4650-2,0,0
MIR4651,0,0
MIR4652,0,0
MIR4653,5,3
MIR4654,0,0
MIR4655,0,0
MIR4656,0,3
MIR4657,0,0
MIR4658,0,0
MIR4659A,0,0
MIR4659B,0,0
MIR466,0,0
MIR4660,0,0
MIR4661,0,0
MIR4662A,0,0
MIR4662B,0,0
MIR4663,0,0
MIR4664,1,0
MIR4665,0,0
MIR4666A,0,0
MIR4666B,0,0
MIR4667,0,0
MIR4668,0,3
MIR4669,0,0
MIR4670,0,0
MIR4671,0,0
MIR4672,0,0
MIR4673,0,0
MIR4674,0,0
MIR4675,0,0
MIR4676,0,0
MIR4677,0,0
MIR4678,0,0
MIR4679-1,0,0
MIR4679-2,0,0
MIR4680,0,0
MIR4681,0,0
MIR4682,0,0
MIR4683,0,0
MIR4684,0,0
MIR4685,0,0
MIR4686,0,0
MIR4687,0,0
MIR4688,0,0
MIR4689,0,0
MIR4690,1,0
MIR4691,2,1
MIR4692,0,0
MIR4693,0,0
MIR4694,0,0
MIR4695,0,0
MIR4696,0,0
MIR4697,0,0
MIR4697HG,2,1
MIR4698,0,0
MIR4699,0,0
MIR4700,0,0
MIR4701,1,0
MIR4703,0,0
MIR4704,0,0
MIR4705,0,0
MIR4706,0,0
MIR4707,0,0
MIR4708,0,0
MIR4709,0,0
MIR4710,0,0
MIR4711,0,0
MIR4712,17,0
MIR4713,0,0
MIR4714,0,0
MIR4715,0,0
MIR4716,0,0
MIR4717,0,0
MIR4718,0,0
MIR4719,0,0
MIR4720,10,2
MIR4721,0,0
MIR4722,0,0
MIR4723,0,0
MIR4724,0,0
MIR4725,0,0
MIR4726,0,0
MIR4727,0,0
MIR4728,0,0
MIR4729,0,0
MIR4730,1,3
MIR4731,0,1
MIR4732,0,0
MIR4733,0,0
MIR4734,0,0
MIR4735,0,0
MIR4736,0,0
MIR4737,7,2
MIR4738,0,0
MIR4739,0,0
MIR4740,1,1
MIR4741,0,0
MIR4742,0,0
MIR4743,0,0
MIR4744,0,1
MIR4745,0,0
MIR4746,0,4
MIR4747,0,0
MIR4748,0,0
MIR4749,0,0
MIR4750,0,1
MIR4751,0,0
MIR4752,0,0
MIR4753,0,0
MIR4754,1,0
MIR4755,0,0
MIR4756,0,0
MIR4757,0,0
MIR4758,0,0
MIR4759,0,0
MIR4760,0,0
MIR4761,0,0
MIR4762,0,0
MIR4763,0,0
MIR4764,0,0
MIR4765,0,0
MIR4766,0,0
MIR4767,0,0
MIR4768,0,0
MIR4769,0,0
MIR4770,0,0
MIR4771-1,0,0
MIR4771-2,0,0
MIR4772,0,1
MIR4773-1,0,0
MIR4773-2,0,0
MIR4774,0,0
MIR4775,0,0
MIR4776-1,0,0
MIR4776-2,0,0
MIR4777,0,0
MIR4778,0,0
MIR4779,0,0
MIR4780,0,0
MIR4781,0,0
MIR4782,0,0
MIR4783,0,0
MIR4784,1,0
MIR4785,0,0
MIR4786,0,0
MIR4787,0,0
MIR4788,0,0
MIR4789,0,0
MIR4790,0,0
MIR4791,0,0
MIR4792,0,0
MIR4793,0,1
MIR4794,0,0
MIR4795,0,0
MIR4796,0,0
MIR4797,0,0
MIR4798,0,0
MIR4799,0,1
MIR4800,0,0
MIR4801,0,0
MIR4802,0,0
MIR4803,0,0
MIR4804,0,0
MIR483,0,0
MIR484,0,0
MIR485,0,0
MIR486-1,0,0
MIR486-2,0,0
MIR487A,0,0
MIR487B,0,0
MIR488,0,0
MIR489,0,0
MIR490,0,0
MIR491,0,0
MIR492,0,0
MIR493,0,0
MIR494,0,0
MIR495,0,0
MIR496,0,0
MIR497,0,0
MIR497HG,1,2
MIR498,0,0
MIR4999,0,0
MIR499A,0,0
MIR499B,0,0
MIR5000,0,0
MIR5001,0,0
MIR5002,0,0
MIR5003,0,0
MIR5004,0,0
MIR5006,0,0
MIR5007,0,0
MIR5008,0,0
MIR5009,0,0
MIR500A,0,0
MIR500B,0,0
MIR501,0,0
MIR5010,4,0
MIR5011,0,0
MIR502,0,0
MIR503,0,0
MIR503HG,14,0
MIR504,0,0
MIR5047,102,36
MIR505,0,0
MIR506,0,0
MIR507,0,0
MIR508,0,0
MIR5087,0,0
MIR5088,0,0
MIR5089,0,0
MIR509-1,0,0
MIR509-2,0,0
MIR509-3,0,0
MIR5090,0,0
MIR5091,1,0
MIR5092,0,0
MIR5093,0,0
MIR5094,0,0
MIR5095,0,0
MIR5096,0,0
MIR510,0,0
MIR5100,0,0
MIR511,0,0
MIR512-1,0,0
MIR512-2,0,0
MIR513A1,0,0
MIR513A2,0,0
MIR513B,0,0
MIR513C,0,0
MIR514A1,0,0
MIR514A2,0,0
MIR514A3,0,0
MIR514B,0,0
MIR515-1,0,0
MIR515-2,0,0
MIR516A1,0,0
MIR516A2,0,0
MIR516B1,0,0
MIR516B2,0,0
MIR517A,0,0
MIR517B,0,0
MIR517C,0,0
MIR5186,0,0
MIR5187,0,0
MIR5188,0,0
MIR5189,0,0
MIR518A1,0,0
MIR518A2,0,0
MIR518B,0,0
MIR518C,0,0
MIR518D,0,0
MIR518E,0,0
MIR518F,0,0
MIR5190,0,0
MIR5191,0,0
MIR5192,0,0
MIR5193,0,0
MIR5194,0,0
MIR5195,1,0
MIR5196,0,0
MIR5197,0,0
MIR519A1,0,0
MIR519A2,0,0
MIR519B,0,0
MIR519C,0,0
MIR519D,0,0
MIR519E,0,0
MIR520A,0,0
MIR520B,0,0
MIR520C,0,0
MIR520D,0,0
MIR520E,0,0
MIR520F,0,0
MIR520G,0,0
MIR520H,0,0
MIR521-1,0,0
MIR521-2,0,0
MIR522,0,0
MIR523,0,0
MIR524,0,0
MIR525,0,0
MIR526A1,0,0
MIR526A2,0,0
MIR526B,0,0
MIR527,0,0
MIR532,0,0
MIR539,0,0
MIR541,0,0
MIR542,0,0
MIR543,0,0
MIR544A,0,0
MIR544B,0,2
MIR545,0,0
MIR548A1,0,0
MIR548A2,0,0
MIR548A3,0,0
MIR548AA1,0,0
